p,replication,n_edges,spectral_gap,clustering,frustration,optimal_welfare,sa_mean_welfare,sa_std_welfare,sa_approx_ratio,sa_coincidence_rate,sa_mean_cooperation,sa_mean_logical_entropy,sqa_mean_welfare,sqa_std_welfare,sqa_approx_ratio,sqa_coincidence_rate,sqa_mean_cooperation,sqa_mean_logical_entropy,eq_welfare,eq_approx_ratio,eq_coincidence,eq_ground_state_overlap,eq_cooperation,eq_logical_entropy
0.8,17,35,0.7987596440263649,0.7570093457943925,1.0,105.0,104.3,6.999999999999998,0.9933333333333333,0.99,0.99,0.0,105.0,0.0,1.0,1.0,1.0,0.0,105.0,1.0,true,1.0,1.0,0.0
0.8,18,36,0.8380719481548788,0.7956521739130434,1.0,108.0,108.0,0.0,1.0,1.0,1.0,0.0,108.0,0.0,1.0,1.0,1.0,0.0,108.0,1.0,true,1.0,1.0,0.0
0.8,19,36,0.7977584569683784,0.8051948051948052,1.0,108.0,107.28,7.2,0.9933333333333333,0.99,0.99,0.0,108.0,0.0,1.0,1.0,1.0,0.0,108.0,1.0,true,1.0,1.0,0.0
0.8,20,33,0.7011829267233394,0.7142857142857143,1.0,99.0,98.34,6.6,0.9933333333333333,0.99,0.99,0.0,99.0,0.0,1.0,1.0,1.0,0.0,99.0,1.0,true,1.0,1.0,0.0
0.8,21,32,0.6546506979297453,0.7292817679558011,1.0,96.0,95.36,6.3999999999999995,0.9933333333333333,0.99,0.99,0.0,96.0,0.0,1.0,1.0,1.0,0.0,96.0,1.0,true,1.0,1.0,0.0
0.8,22,36,0.7896355349127063,0.8051948051948052,1.0,108.0,104.4,15.771089776146502,0.9666666666666667,0.95,0.95,0.0,108.0,0.0,1.0,1.0,1.0,0.0,108.0,1.0,true,1.0,1.0,0.0
0.8,23,33,0.7271699645864136,0.7068062827225131,1.0,99.0,99.0,0.0,1.0,1.0,1.0,0.0,99.0,0.0,1.0,1.0,1.0,0.0,99.0,1.0,true,1.0,1.0,0.0
0.8,24,36,0.8333333333333345,0.8017241379310345,1.0,108.0,108.0,0.0,1.0,1.0,1.0,0.0,108.0,0.0,1.0,1.0,1.0,0.0,108.0,1.0,true,1.0,1.0,0.0
0.8,25,39,0.8994284424076889,0.8555555555555555,1.0,117.0,117.0,0.0,1.0,1.0,1.0,0.0,117.0,0.0,1.0,1.0,1.0,0.0,117.0,1.0,true,1.0,1.0,0.0
0.8,26,37,0.8224945786031028,0.8271604938271605,1.0,111.0,110.26,7.3999999999999995,0.9933333333333333,0.99,0.99,0.0,111.0,0.0,1.0,1.0,1.0,0.0,111.0,1.0,true,1.0,1.0,0.0
0.8,27,37,0.8434462294392704,0.8237704918032787,1.0,111.0,109.52,10.412191766085439,0.9866666666666667,0.98,0.98,0.0,111.0,0.0,1.0,1.0,1.0,0.0,111.0,1.0,true,1.0,1.0,0.0
0.8,28,38,0.880721547260167,0.8267716535433071,1.0,114.0,111.72,13.029942207830162,0.98,0.97,0.97,0.0,114.0,0.0,1.0,1.0,1.0,0.0,114.0,1.0,true,1.0,1.0,0.0
0.8,29,34,0.8089130813256928,0.7085427135678392,1.0,102.0,101.32,6.800000000000002,0.9933333333333333,0.99,0.99,0.0,102.0,0.0,1.0,1.0,1.0,0.0,102.0,1.0,true,1.0,1.0,0.0
0.8,30,38,0.8661289614235699,0.8352941176470589,1.0,114.0,113.24,7.599999999999998,0.9933333333333333,0.99,0.99,0.0,114.0,0.0,1.0,1.0,1.0,0.0,114.0,1.0,true,1.0,1.0,0.0
0.8,31,36,0.8065884365555748,0.8205128205128205,1.0,108.0,105.12,14.18013976081913,0.9733333333333333,0.96,0.96,0.0,108.0,0.0,1.0,1.0,1.0,0.0,108.0,1.0,true,1.0,1.0,0.0
0.8,32,38,0.9052117825985265,0.83203125,1.0,114.0,113.24,7.599999999999996,0.9933333333333333,0.99,0.99,0.0,114.0,0.0,1.0,1.0,1.0,0.0,114.0,1.0,true,1.0,1.0,0.0
0.8,33,37,0.8222312853164548,0.8148148148148148,1.0,111.0,109.52,10.412191766085439,0.9866666666666667,0.98,0.98,0.0,111.0,0.0,1.0,1.0,1.0,0.0,111.0,1.0,true,1.0,1.0,0.0
0.8,34,38,0.829268214772459,0.84375,1.0,114.0,114.0,0.0,1.0,1.0,1.0,0.0,114.0,0.0,1.0,1.0,1.0,0.0,114.0,1.0,true,1.0,1.0,0.0
0.8,35,34,0.8419281503830668,0.7352941176470589,1.0,102.0,101.32,6.800000000000001,0.9933333333333334,0.99,0.99,0.0,102.0,0.0,1.0,1.0,1.0,0.0,102.0,1.0,true,1.0,1.0,0.0
0.8,36,36,0.8494641660502512,0.7956521739130434,1.0,108.0,105.84,12.344155775839102,0.98,0.97,0.97,0.0,108.0,0.0,1.0,1.0,1.0,0.0,108.0,1.0,true,1.0,1.0,0.0
0.8,37,38,0.8609593107394108,0.8571428571428571,1.0,114.0,112.48,10.693602354358017,0.9866666666666667,0.98,0.98,0.0,114.0,0.0,1.0,1.0,1.0,0.0,114.0,1.0,true,1.0,1.0,0.0
0.8,38,34,0.7865667126411878,0.7572815533980582,1.0,102.0,101.32,6.8000000000000025,0.9933333333333333,0.99,0.99,0.0,102.0,0.0,1.0,1.0,1.0,0.0,102.0,1.0,true,1.0,1.0,0.0
0.8,39,34,0.7320363254635983,0.75,1.0,102.0,102.0,0.0,1.0,1.0,1.0,0.0,102.0,0.0,1.0,1.0,1.0,0.0,102.0,1.0,true,1.0,1.0,0.0
0.8,40,34,0.8097394224436149,0.705,1.0,102.0,100.64,9.567960001267696,0.9866666666666666,0.98,0.98,0.0,102.0,0.0,1.0,1.0,1.0,0.0,102.0,1.0,true,1.0,1.0,0.0
0.8,41,37,0.892691288713364,0.8114754098360656,1.0,111.0,108.78,12.68704899183463,0.98,0.97,0.97,0.0,111.0,0.0,1.0,1.0,1.0,0.0,111.0,1.0,true,1.0,1.0,0.0
0.8,42,37,0.825115251036375,0.8,1.0,111.0,110.26,7.3999999999999995,0.9933333333333333,0.99,0.99,0.0,111.0,0.0,1.0,1.0,1.0,0.0,111.0,1.0,true,1.0,1.0,0.0
0.8,43,39,0.8802616878670773,0.8587360594795539,1.0,117.0,116.22,7.8,0.9933333333333333,0.99,0.99,0.0,117.0,0.0,1.0,1.0,1.0,0.0,117.0,1.0,true,1.0,1.0,0.0
0.8,44,37,0.7950550616854047,0.8414634146341463,1.0,111.0,111.0,0.0,1.0,1.0,1.0,0.0,111.0,0.0,1.0,1.0,1.0,0.0,111.0,1.0,true,1.0,1.0,0.0
0.8,45,34,0.8585014544510707,0.7014925373134329,1.0,102.0,99.96,11.658369343848042,0.98,0.97,0.97,0.0,102.0,0.0,1.0,1.0,1.0,0.0,102.0,1.0,true,1.0,1.0,0.0
0.8,46,32,0.7745620823293794,0.6610169491525424,1.0,96.0,95.36,6.3999999999999995,0.9933333333333333,0.99,0.99,0.0,96.0,0.0,1.0,1.0,1.0,0.0,96.0,1.0,true,1.0,1.0,0.0
0.8,47,37,0.8160677762143819,0.8414634146341463,1.0,111.0,110.26,7.3999999999999995,0.9933333333333333,0.99,0.99,0.0,111.0,0.0,1.0,1.0,1.0,0.0,111.0,1.0,true,1.0,1.0,0.0
0.8,48,33,0.8078753865242078,0.6910994764397905,1.0,99.0,99.0,0.0,1.0,1.0,1.0,0.0,99.0,0.0,1.0,1.0,1.0,0.0,99.0,1.0,true,1.0,1.0,0.0
0.8,49,34,0.8133516728094368,0.7241379310344828,1.0,102.0,102.0,0.0,1.0,1.0,1.0,0.0,102.0,0.0,1.0,1.0,1.0,0.0,102.0,1.0,true,1.0,1.0,0.0
0.8,50,34,0.7909715185064904,0.8333333333333334,1.0,102.0,101.32,6.8,0.9933333333333333,0.99,0.99,0.0,102.0,0.0,1.0,1.0,1.0,0.0,102.0,1.0,true,1.0,1.0,0.0
1.0,1,45,1.1111111111111107,1.0,1.0,135.0,131.4,17.725174701023914,0.9733333333333334,0.96,0.96,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,2,45,1.1111111111111107,1.0,1.0,135.0,130.5,19.713862220183128,0.9666666666666666,0.95,0.95,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,3,45,1.1111111111111107,1.0,1.0,135.0,131.4,17.725174701023914,0.9733333333333334,0.96,0.96,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,4,45,1.1111111111111107,1.0,1.0,135.0,134.1,9.000000000000002,0.9933333333333333,0.99,0.99,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,5,45,1.1111111111111107,1.0,1.0,135.0,132.3,15.430194719798877,0.98,0.97,0.97,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,6,45,1.1111111111111107,1.0,1.0,135.0,134.1,9.000000000000004,0.9933333333333333,0.99,0.99,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,7,45,1.1111111111111107,1.0,1.0,135.0,132.3,15.430194719798875,0.98,0.97,0.97,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,8,45,1.1111111111111107,1.0,1.0,135.0,132.3,15.430194719798877,0.98,0.97,0.97,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,9,45,1.1111111111111107,1.0,1.0,135.0,131.4,17.725174701023914,0.9733333333333334,0.96,0.96,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,10,45,1.1111111111111107,1.0,1.0,135.0,131.4,17.725174701023914,0.9733333333333333,0.96,0.96,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,11,45,1.1111111111111107,1.0,1.0,135.0,132.3,15.430194719798877,0.98,0.97,0.97,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,12,45,1.1111111111111107,1.0,1.0,135.0,130.5,19.713862220183128,0.9666666666666666,0.95,0.95,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,13,45,1.1111111111111107,1.0,1.0,135.0,131.4,17.72517470102391,0.9733333333333334,0.96,0.96,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,14,45,1.1111111111111107,1.0,1.0,135.0,133.2,12.66347647226607,0.9866666666666666,0.98,0.98,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,15,45,1.1111111111111107,1.0,1.0,135.0,131.4,17.725174701023914,0.9733333333333333,0.96,0.96,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,16,45,1.1111111111111107,1.0,1.0,135.0,131.4,17.725174701023914,0.9733333333333334,0.96,0.96,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,17,45,1.1111111111111107,1.0,1.0,135.0,132.3,15.430194719798877,0.98,0.97,0.97,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,18,45,1.1111111111111107,1.0,1.0,135.0,133.2,12.66347647226607,0.9866666666666667,0.98,0.98,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,19,45,1.1111111111111107,1.0,1.0,135.0,132.3,15.430194719798875,0.98,0.97,0.97,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,20,45,1.1111111111111107,1.0,1.0,135.0,133.2,12.663476472266069,0.9866666666666666,0.98,0.98,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,21,45,1.1111111111111107,1.0,1.0,135.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,22,45,1.1111111111111107,1.0,1.0,135.0,130.5,19.713862220183128,0.9666666666666667,0.95,0.95,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,23,45,1.1111111111111107,1.0,1.0,135.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,24,45,1.1111111111111107,1.0,1.0,135.0,134.1,9.000000000000002,0.9933333333333333,0.99,0.99,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,25,45,1.1111111111111107,1.0,1.0,135.0,133.2,12.663476472266069,0.9866666666666666,0.98,0.98,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,26,45,1.1111111111111107,1.0,1.0,135.0,130.5,19.713862220183128,0.9666666666666666,0.95,0.95,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,27,45,1.1111111111111107,1.0,1.0,135.0,130.5,19.713862220183128,0.9666666666666667,0.95,0.95,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,28,45,1.1111111111111107,1.0,1.0,135.0,129.6,21.481493091834782,0.96,0.94,0.94,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,29,45,1.1111111111111107,1.0,1.0,135.0,131.4,17.725174701023914,0.9733333333333333,0.96,0.96,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,30,45,1.1111111111111107,1.0,1.0,135.0,132.3,15.430194719798877,0.98,0.97,0.97,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,31,45,1.1111111111111107,1.0,1.0,135.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,32,45,1.1111111111111107,1.0,1.0,135.0,133.2,12.66347647226607,0.9866666666666667,0.98,0.98,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,33,45,1.1111111111111107,1.0,1.0,135.0,133.2,12.66347647226607,0.9866666666666667,0.98,0.98,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,34,45,1.1111111111111107,1.0,1.0,135.0,134.1,9.000000000000002,0.9933333333333333,0.99,0.99,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,35,45,1.1111111111111107,1.0,1.0,135.0,132.3,15.430194719798877,0.98,0.97,0.97,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,36,45,1.1111111111111107,1.0,1.0,135.0,131.4,17.725174701023914,0.9733333333333333,0.96,0.96,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,37,45,1.1111111111111107,1.0,1.0,135.0,132.3,15.430194719798877,0.98,0.97,0.97,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,38,45,1.1111111111111107,1.0,1.0,135.0,132.3,15.430194719798877,0.98,0.97,0.97,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,39,45,1.1111111111111107,1.0,1.0,135.0,133.2,12.663476472266073,0.9866666666666667,0.98,0.98,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,40,45,1.1111111111111107,1.0,1.0,135.0,131.4,17.725174701023914,0.9733333333333334,0.96,0.96,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,41,45,1.1111111111111107,1.0,1.0,135.0,129.6,21.48149309183478,0.96,0.94,0.94,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,42,45,1.1111111111111107,1.0,1.0,135.0,132.3,15.430194719798875,0.9799999999999999,0.97,0.97,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,43,45,1.1111111111111107,1.0,1.0,135.0,134.1,9.000000000000002,0.9933333333333333,0.99,0.99,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,44,45,1.1111111111111107,1.0,1.0,135.0,134.1,9.000000000000004,0.9933333333333333,0.99,0.99,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,45,45,1.1111111111111107,1.0,1.0,135.0,131.4,17.725174701023914,0.9733333333333334,0.96,0.96,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,46,45,1.1111111111111107,1.0,1.0,135.0,131.4,17.725174701023914,0.9733333333333333,0.96,0.96,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,47,45,1.1111111111111107,1.0,1.0,135.0,134.1,9.000000000000004,0.9933333333333333,0.99,0.99,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,48,45,1.1111111111111107,1.0,1.0,135.0,130.5,19.713862220183128,0.9666666666666667,0.95,0.95,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,49,45,1.1111111111111107,1.0,1.0,135.0,133.2,12.66347647226607,0.9866666666666666,0.98,0.98,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
1.0,50,45,1.1111111111111107,1.0,1.0,135.0,133.2,12.66347647226607,0.9866666666666667,0.98,0.98,0.0,135.0,0.0,1.0,1.0,1.0,0.0,135.0,1.0,true,1.0,1.0,0.0
