beta,replication,n_edges,spectral_gap,clustering,frustration,optimal_welfare,sa_mean_welfare,sa_std_welfare,sa_approx_ratio,sa_coincidence_rate,sa_mean_cooperation,sa_mean_logical_entropy,sqa_mean_welfare,sqa_std_welfare,sqa_approx_ratio,sqa_coincidence_rate,sqa_mean_cooperation,sqa_mean_logical_entropy,eq_welfare,eq_approx_ratio,eq_coincidence,eq_ground_state_overlap,eq_cooperation,eq_logical_entropy
0.5,27,20,0.3826163806181646,0.47619047619047616,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,28,20,0.4282117250186672,0.40298507462686567,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,29,20,0.5713328085368026,0.3181818181818182,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,30,20,0.48099854177734175,0.2903225806451613,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,31,20,0.5110235916063971,0.3333333333333333,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,32,20,0.4877277999305979,0.46875,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,33,20,0.5025200054265074,0.36923076923076925,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,34,20,0.5661874319629931,0.3181818181818182,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,35,20,0.31831558297155194,0.47619047619047616,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,36,20,0.5596535974483612,0.28125,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,37,20,0.46900839570032876,0.421875,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,38,20,0.5506027988030056,0.35294117647058826,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,39,20,0.2941912417477863,0.5,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,40,20,0.501216924176445,0.2903225806451613,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,41,20,0.539339485604533,0.26865671641791045,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,42,20,0.5352061267639798,0.42857142857142855,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,43,20,0.3793978848039698,0.43548387096774194,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,44,20,0.5003081819372158,0.4090909090909091,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,45,20,0.345250171146344,0.5142857142857142,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,46,20,0.43974909856585326,0.39344262295081966,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,47,20,0.5600373681325321,0.3333333333333333,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,48,20,0.452985797578262,0.38095238095238093,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,49,20,0.6545127515645722,0.26865671641791045,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.5,50,20,0.5707971344383147,0.36363636363636365,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,1,20,0.3794766261990508,0.4782608695652174,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,2,20,0.5781904349444025,0.328125,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,3,20,0.4052124009363921,0.3582089552238806,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,4,20,0.587539757011361,0.3181818181818182,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,5,20,0.4659226993169215,0.391304347826087,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,6,20,0.4861609503378859,0.5131578947368421,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,7,20,0.45206514181490903,0.44776119402985076,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,8,20,0.428939366243865,0.45454545454545453,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,9,20,0.585757312949082,0.3088235294117647,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,10,20,0.6320910358282423,0.3181818181818182,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,11,20,0.5282421245928348,0.38571428571428573,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,12,20,0.6113619793149845,0.3088235294117647,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,13,20,0.4606438300820785,0.43478260869565216,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,14,20,0.4876669678287065,0.3230769230769231,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,15,20,0.4529620208733631,0.42857142857142855,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,16,20,0.4926411196137671,0.36363636363636365,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,17,20,0.5183838924154632,0.45454545454545453,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,18,20,0.5365746601940661,0.28125,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,19,20,0.5235729018596954,0.375,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,20,20,0.5884553981944292,0.28125,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,21,20,0.34014918056689303,0.4852941176470588,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,22,20,0.4291579958131929,0.3582089552238806,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,23,20,0.4852322114767209,0.34782608695652173,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,24,20,0.49065345068660204,0.3333333333333333,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,25,20,0.4557739334445758,0.4153846153846154,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,26,20,0.45218605619190844,0.391304347826087,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,27,20,0.5081064525673706,0.39705882352941174,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,28,20,0.5954804627302135,0.3181818181818182,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,29,20,0.47022655115177775,0.27692307692307694,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,30,20,0.5154724931430246,0.36923076923076925,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,31,20,0.4922318366905979,0.36923076923076925,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,32,20,0.48153395426140194,0.36923076923076925,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,33,20,0.5083048571991318,0.4520547945205479,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,34,20,0.4737183621266349,0.5070422535211268,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,35,20,0.5017068907204077,0.35294117647058826,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,36,20,0.5589806621149805,0.3181818181818182,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,37,20,0.5825060646289636,0.3088235294117647,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,38,20,0.4268739802789575,0.375,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,39,20,0.49464798581352043,0.4782608695652174,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,40,20,0.47069516808345147,0.4153846153846154,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,41,20,0.5219497999104203,0.4090909090909091,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,42,20,0.5072891231950565,0.35294117647058826,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,43,20,0.439196032855789,0.36923076923076925,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,44,20,0.39363773037620375,0.4153846153846154,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,45,20,0.30688282361116376,0.4925373134328358,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,46,20,0.4457871777980166,0.3387096774193548,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,47,20,0.5328300016791827,0.35294117647058826,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,48,20,0.4939504905824164,0.328125,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,49,20,0.41562136926551624,0.4852941176470588,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
0.75,50,20,0.5810154530945991,0.27692307692307694,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,1,20,0.5919499309121531,0.31343283582089554,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,2,20,0.4455240141901082,0.5,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,3,20,0.529924343883541,0.4,1.0,60.0,59.6,4.0,0.9933333333333334,0.99,0.99,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,4,20,0.5474294481610794,0.3181818181818182,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,5,20,0.511420903946927,0.391304347826087,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,6,20,0.4843179213241397,0.4166666666666667,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,7,20,0.6197568958012847,0.34285714285714286,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,8,20,0.562955274417294,0.26865671641791045,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,9,20,0.4372301559688485,0.4714285714285714,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,10,20,0.5275997778924805,0.34782608695652173,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,11,20,0.4624854803718286,0.421875,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,12,20,0.42360061174694286,0.42857142857142855,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,13,20,0.5564788268150324,0.3181818181818182,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,14,20,0.4077556804727647,0.46875,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,15,20,0.4736074791178191,0.40298507462686567,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,16,20,0.5048981745340588,0.4714285714285714,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,17,20,0.42681165548783434,0.52,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,18,20,0.5045349254158996,0.3582089552238806,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,19,20,0.5032876294403128,0.38095238095238093,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,20,20,0.4775174327315818,0.35294117647058826,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,21,20,0.575165543784409,0.2903225806451613,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,22,20,0.5763624322236354,0.1935483870967742,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,23,20,0.4939706868758877,0.38571428571428573,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,24,20,0.606499594995868,0.2727272727272727,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,25,20,0.5871260564548233,0.4225352112676056,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,26,20,0.48278072282182605,0.35294117647058826,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,27,20,0.5205651154313056,0.328125,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,28,20,0.49466465650397673,0.35294117647058826,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,29,20,0.5112020720913744,0.328125,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,30,20,0.4860904601085833,0.4864864864864865,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,31,20,0.5135321167916188,0.328125,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,32,20,0.4805701331256503,0.40540540540540543,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,33,20,0.4572388372481018,0.36363636363636365,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,34,20,0.44753783982862677,0.36923076923076925,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,35,20,0.5347841828340931,0.4782608695652174,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,36,20,0.49497181871055945,0.38571428571428573,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,37,20,0.49781660066727657,0.328125,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,38,20,0.5126467541371638,0.31343283582089554,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,39,20,0.5416860051528677,0.0967741935483871,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,40,20,0.5289650733188554,0.3181818181818182,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,41,20,0.551771252038917,0.328125,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,42,20,0.5388736390554812,0.3181818181818182,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,43,20,0.4544837657679107,0.38095238095238093,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,44,20,0.49280855124616463,0.40298507462686567,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,45,20,0.4116717197768007,0.43548387096774194,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,46,20,0.39824192256533597,0.4153846153846154,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,47,20,0.49239155616680497,0.4936708860759494,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,48,20,0.49628232402738454,0.42857142857142855,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,49,20,0.44005382919149594,0.40298507462686567,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
1.0,50,20,0.5127657747659748,0.391304347826087,1.0,60.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,true,1.0,1.0,0.0
